industry,factory_size,production,electricity_kwh,natural_gas_scm,diesel_litre,raw_material_kg,waste_kg,electricity_emissions,gas_emissions,diesel_emissions,waste_emissions,total_emissions,emission_intensity,energy_intensity,waste_ratio,top_hotspot,second_hotspot,budget,reduction_target,recommended_intervention,renewable_potential,compliance_score,electricity_score,gas_score,diesel_score,waste_score,emission_score,emissions_per_unit,energy_efficiency_score,recommendation_priority,intervention_impact,potential_reduction_tonnes,roi_score
Steel,Medium,119239,243974,26018,2286,117198,6208,177.37,51.0,6.13,8.01,242.51,2.03,4.32,5.3,Electricity,Natural Gas,190853,35,VFD Installation,High,78.4,9.005098943790214,6.366778774289986,5.3839364518976165,6.197517342095655,26.95,2.034,69.98,Medium,0.12,29.1,0.1525
Metal Fabrication,Large,223705,304292,47432,5483,277815,11372,221.22,92.97,14.69,14.67,343.55,1.54,3.6,4.09,Electricity,Natural Gas,424091,10,Compressed Air Optimization,Low,88.5,11.66686900570596,12.901718983557547,14.827890556045894,12.276378240233662,51.67,1.536,80.73,Medium,0.12,41.23,0.0972
Cement,Medium,182121,285682,28248,4113,168273,7427,207.69,55.37,11.02,9.58,283.66,1.56,3.23,4.41,Electricity,Natural Gas,224227,10,Power Factor Correction,High,80.3,10.845574845210633,7.047209765819631,10.778905560458957,7.630522088353413,36.3,1.558,80.25,Low,0.07,19.86,0.0886
Glass,Small,79834,104112,6947,1497,45728,2850,75.69,13.62,4.01,3.68,97.0,1.22,2.27,6.23,Electricity,Natural Gas,91007,30,LED Lighting,Low,77.6,2.8329488891586743,0.5465246636771299,3.0450132391879965,2.245345016429354,8.67,1.215,87.65,Medium,0.08,7.76,0.0853
Steel,Small,87172,127397,12537,787,78969,3733,92.62,24.57,2.11,4.82,124.12,1.42,2.94,4.73,Electricity,Natural Gas,81860,10,Energy Audit,Low,82.2,3.860628869734127,2.251494768310912,0.9488084730803176,3.285870755750274,10.35,1.424,83.14,Low,0.1,12.41,0.1516
Leather,Medium,98955,143403,26921,2735,103345,3156,104.25,52.77,7.33,4.07,168.42,1.7,4.31,3.05,Electricity,Natural Gas,160292,25,Energy Audit,Low,93.2,4.566589777831735,6.642376681614351,6.707855251544571,2.6013143483023007,20.52,1.702,77.14,Medium,0.1,16.84,0.1051
Chemical,Medium,136086,210389,22949,2488,123400,4906,152.95,44.98,6.67,6.33,210.93,1.55,3.32,3.98,Electricity,Natural Gas,277583,10,Compressed Air Optimization,High,97.3,7.522763141920601,5.429434479322371,5.979699911738747,4.664110989412194,23.6,1.55,80.42,Low,0.12,25.31,0.0912
Pharmaceutical,Large,313030,328438,49602,6262,248483,7992,238.77,97.22,16.78,10.31,363.08,1.16,2.73,3.22,Electricity,Natural Gas,450252,35,LED Lighting,Low,82.6,12.732184047590142,13.563465371200797,17.133715798764342,8.29682365826944,51.73,1.16,88.84,Medium,0.08,29.05,0.0645
Pharmaceutical,Small,25153,125895,10295,647,70728,1215,91.53,20.18,1.73,1.57,115.01,4.57,9.23,1.72,Electricity,Natural Gas,78390,30,Smart Metering,Medium,75.2,3.79446400388491,1.5679496761335325,0.5295675198587819,0.31945965680905447,6.21,4.572,15.2,Medium,0.05,5.75,0.0734
Chemical,Medium,142826,166232,22194,2263,140310,5014,120.85,43.5,6.06,6.47,176.88,1.24,2.8,3.57,Electricity,Natural Gas,241258,10,IE4 Motor,High,73.1,5.574238193517057,5.198991031390134,5.306707855251544,4.791894852135816,20.87,1.238,87.16,Low,0.15,26.53,0.11
Leather,Medium,113528,158555,29286,3182,119331,4530,115.27,57.4,8.53,5.84,187.04,1.65,4.12,3.8,Electricity,Natural Gas,258886,25,HVAC Optimization,High,71.2,5.235522641738497,7.363290981564524,8.031774051191526,4.216867469879518,24.85,1.648,78.31,Medium,0.1,18.7,0.0722
Electronics,Small,57278,104034,13081,1329,44136,1867,75.63,25.64,3.56,2.41,107.24,1.87,4.22,4.23,Electricity,Natural Gas,71688,15,Power Factor Correction,High,84.4,2.8293067864513777,2.418099152964624,2.5485436893203883,1.086162833150785,8.88,1.872,73.47,Low,0.07,7.51,0.1048
Automotive Parts,Large,251357,297043,37088,6593,224818,13170,215.95,72.69,17.67,16.99,323.3,1.29,2.79,5.86,Electricity,Natural Gas,321274,10,Power Factor Correction,Low,77.1,11.346970984581763,9.744020926756352,18.115622241835837,14.393939393939393,53.6,1.286,86.12,Medium,0.07,22.63,0.0704
Ceramics,Small,23600,62784,12096,628,42744,2788,45.64,23.71,1.68,3.6,74.63,3.16,7.92,6.52,Electricity,Natural Gas,73219,30,Energy Audit,High,85.9,1.0088624499210879,2.117588440458396,0.4744042365401588,2.1723256663015698,5.77,3.162,45.63,Medium,0.1,7.46,0.1019
Automotive Parts,Small,91236,125122,12186,963,44459,1214,90.96,23.88,2.58,1.57,118.99,1.3,2.76,2.73,Electricity,Natural Gas,95747,25,LED Lighting,Medium,99.7,3.7598640281655937,2.1440582959641254,1.4673433362753752,0.31945965680905447,7.69,1.304,85.73,Medium,0.08,9.52,0.0994
Automotive Parts,Small,65596,134459,12176,1168,75104,1263,97.75,23.86,3.13,1.63,126.37,1.93,4.0,1.68,Electricity,Natural Gas,99258,25,VFD Installation,High,82.1,4.172028651207964,2.1409441953163926,2.0741394527802295,0.37422416940489217,8.76,1.926,72.31,Medium,0.12,15.16,0.1527
Cement,Small,32341,124032,9328,739,51634,4086,90.17,18.28,1.98,5.27,115.7,3.58,6.83,7.91,Electricity,Natural Gas,59542,10,Power Factor Correction,Medium,67.1,3.7119096758528594,1.272110114598904,0.8053839364518975,3.696604600219058,9.49,3.578,36.65,Low,0.07,8.1,0.136
Plastics,Small,25058,51445,8076,704,74641,2656,37.4,15.83,1.89,3.43,58.55,2.34,5.42,3.56,Electricity,Natural Gas,54494,10,Compressed Air Optimization,High,81.1,0.5086803447857229,0.8906327852516194,0.7060900264783758,2.017159547280029,4.12,2.337,63.44,Low,0.12,7.03,0.129
Metal Fabrication,Large,338817,496912,71096,6717,244166,16015,361.26,139.35,18.0,20.66,539.27,1.59,3.66,6.56,Electricity,Natural Gas,430135,15,Smart Metering,Medium,87.1,20.16753672453563,20.123318385650222,18.47969991173875,17.74370208105148,76.51,1.592,79.52,Medium,0.05,26.96,0.0627
Plastics,Medium,129465,205905,31165,2968,92571,6783,149.69,61.08,7.95,8.75,227.47,1.76,4.11,7.33,Electricity,Natural Gas,246525,10,Compressed Air Optimization,Medium,71.9,7.324875561490833,7.936285500747384,7.391879964695498,6.872946330777656,29.53,1.757,75.96,Low,0.12,27.3,0.1107
Leather,Large,251992,232621,34137,5920,170869,10450,169.12,66.91,15.87,13.48,265.38,1.05,2.4,6.12,Electricity,Natural Gas,412176,35,IE4 Motor,Low,94.7,8.504309821536966,8.844045839561534,16.129744042365402,11.190215407082876,44.67,1.053,91.15,Medium,0.15,39.81,0.0966
Steel,Large,277562,426022,43987,4219,260163,12268,309.72,86.21,11.31,15.83,423.07,1.52,3.2,4.72,Electricity,Natural Gas,554114,25,Energy Audit,Medium,87.4,17.038970498968073,11.849152964623816,11.098852603706973,13.335158817086526,53.32,1.524,80.98,Medium,0.1,42.31,0.0764
Electronics,Small,35010,78286,9977,1183,50003,1195,56.91,19.55,3.17,1.54,81.17,2.32,5.25,2.39,Electricity,Natural Gas,65547,15,IE4 Motor,Medium,70.6,1.6929707417749178,1.4698555057299454,2.1182700794351277,0.2920774005111355,5.57,2.318,63.85,Low,0.15,12.18,0.1858
Automotive Parts,Medium,117163,151212,26149,2637,83998,3786,109.93,51.25,7.07,4.88,173.13,1.48,3.63,4.51,Electricity,Natural Gas,203806,15,IE4 Motor,Medium,65.5,4.911375500789123,6.4057050323866465,6.4210061782877315,3.3406352683461114,21.08,1.478,81.98,Low,0.15,25.97,0.1274
Pharmaceutical,Small,84936,116581,9355,1557,66892,2790,84.75,18.34,4.17,3.6,110.86,1.31,2.57,4.17,Electricity,Natural Gas,87801,15,Compressed Air Optimization,High,83.1,3.382906397960422,1.2814524165421026,3.22153574580759,2.1723256663015698,10.06,1.305,85.71,Low,0.12,13.3,0.1515
Cement,Small,56064,120622,18425,854,51330,1798,87.69,36.11,2.29,2.32,128.41,2.29,5.51,3.5,Electricity,Natural Gas,142461,30,IE4 Motor,Low,84.8,3.561369430617943,4.048330842052815,1.1473962930273611,1.004016064257028,9.76,2.29,64.45,Medium,0.15,19.26,0.1352
Food Processing,Large,284381,211316,38471,2943,230782,10051,153.63,75.4,7.89,12.97,249.89,0.88,2.15,4.36,Electricity,Natural Gas,552983,10,Solar Rooftop,High,95.3,7.5640403059366275,10.165981564524166,7.32568402471315,10.724717050018254,35.78,0.879,94.91,Low,0.25,62.47,0.113
Textile,Small,82010,79876,6990,876,76686,2930,58.07,13.7,2.35,3.78,77.9,0.95,1.88,3.82,Electricity,Natural Gas,118236,15,Smart Metering,Low,87.0,1.7633847274493142,0.5589810662680618,1.2135922330097089,2.336619204089083,5.87,0.95,93.37,Low,0.05,3.9,0.033
Plastics,Large,306955,377634,58771,5798,173348,15880,274.54,115.19,15.54,20.49,425.76,1.39,3.24,9.16,Electricity,Natural Gas,388417,15,Solar Rooftop,Low,66.4,14.903484278256645,16.361484803188837,15.765666372462489,17.588535962029937,64.62,1.387,83.94,Medium,0.25,106.44,0.274
Food Processing,Small,53668,88528,12128,1042,31934,2609,64.36,23.77,2.79,3.37,94.29,1.76,4.01,8.17,Electricity,Natural Gas,64659,10,Smart Metering,High,87.0,2.145198494597548,2.1269307424015946,1.6990291262135921,1.9623950346841919,7.93,1.757,75.96,Low,0.05,4.71,0.0728
Cement,Small,112803,93633,8063,786,101146,1451,68.07,15.8,2.11,1.87,87.85,0.78,1.58,1.43,Electricity,Natural Gas,82155,15,Power Factor Correction,Medium,72.6,2.3704018453320383,0.8859616342800201,0.9488084730803176,0.5932822197882439,4.8,0.779,97.06,Low,0.07,6.15,0.0749
Glass,Medium,137998,168405,35667,2643,135022,3615,122.43,69.91,7.08,4.66,204.08,1.48,3.9,2.68,Electricity,Natural Gas,220090,20,IE4 Motor,High,61.3,5.670146898142528,9.311160936721475,6.432038834951456,3.139832055494706,24.55,1.479,81.96,Low,0.15,30.61,0.1391
Food Processing,Large,261417,277934,38466,5643,223300,9014,202.06,75.39,15.12,11.63,304.2,1.16,2.64,4.04,Electricity,Natural Gas,435610,25,Smart Metering,Low,95.0,10.50382420784266,10.164424514200299,15.302294792586055,9.501642935377875,45.47,1.164,88.75,Medium,0.05,15.21,0.0349
Food Processing,Large,260643,263649,42798,4092,137265,9580,191.67,83.88,10.97,12.36,298.88,1.15,2.73,6.98,Electricity,Natural Gas,543427,15,Smart Metering,Medium,69.0,9.873133422362509,11.486360239162929,10.723742277140335,10.167944505293903,42.25,1.147,89.12,Low,0.05,14.94,0.0275
Ceramics,Medium,104283,207781,31668,2362,85362,5029,151.06,62.07,6.33,6.49,225.95,2.17,5.14,5.89,Electricity,Natural Gas,214306,30,Solar Rooftop,High,91.9,7.408036906640768,8.090433482810164,5.60458958517211,4.810149689667762,25.91,2.167,67.11,Medium,0.25,56.49,0.2636
Chemical,Small,41209,103820,16896,1497,55218,1903,75.48,33.12,4.01,2.45,115.06,2.79,6.8,3.45,Electricity,Natural Gas,106111,15,Smart Metering,Low,98.2,2.8202015296831373,3.582772795216741,3.0450132391879965,1.1226725082146771,10.57,2.792,53.62,Low,0.05,5.75,0.0542
Steel,Large,219832,431437,55176,5276,203413,12210,313.65,108.14,14.14,15.75,451.68,2.05,4.59,6.0,Electricity,Natural Gas,386391,35,HVAC Optimization,High,79.7,17.277528226295978,15.26376432486298,14.221094439541043,13.262139466958745,60.02,2.055,69.52,Medium,0.1,45.17,0.1169
Glass,Small,46674,88956,16959,1110,79381,3000,64.67,33.24,2.97,3.87,104.75,2.24,5.66,3.78,Electricity,Natural Gas,113727,20,IE4 Motor,Low,97.1,2.1640160252519123,3.60145739910314,1.8976169461606358,2.4187659729828406,10.08,2.244,65.44,Low,0.15,15.71,0.1381
Pharmaceutical,Medium,112250,162600,20792,2764,103262,3860,118.21,40.75,7.41,4.98,171.35,1.53,3.42,3.74,Electricity,Natural Gas,265669,25,VFD Installation,Low,62.6,5.4139856743960175,4.770802192326856,6.796116504854369,3.4319094560058416,20.41,1.527,80.92,Medium,0.12,20.56,0.0774
Steel,Medium,208310,191837,22956,2650,118999,4427,139.47,44.99,7.1,5.71,197.27,0.95,2.09,3.72,Electricity,Natural Gas,279057,35,IE4 Motor,Medium,69.9,6.70450406701469,5.4309915296462385,6.454104148278905,4.09821102592187,22.69,0.947,93.44,Medium,0.15,29.59,0.106
Ceramics,Large,190151,429316,55209,5737,236259,11647,312.11,108.21,15.38,15.02,450.72,2.37,5.31,4.93,Electricity,Natural Gas,467219,25,LED Lighting,Medium,95.0,17.184047590142043,15.274663677130043,15.589143865842894,12.595837897042713,60.64,2.37,62.72,Medium,0.08,36.06,0.0772
Textile,Small,87329,107893,5927,1308,57481,1362,78.44,11.62,3.51,1.76,95.33,1.09,1.99,2.37,Electricity,Natural Gas,105931,30,HVAC Optimization,Low,71.8,2.999878596576423,0.23511459890383654,2.4933804060017652,0.49288061336254113,6.22,1.092,90.31,Medium,0.1,9.53,0.09
Plastics,Medium,155766,169056,26105,3413,105568,5868,122.9,51.17,9.15,7.57,190.79,1.22,2.87,5.56,Electricity,Natural Gas,164342,25,Power Factor Correction,High,88.6,5.698676702683016,6.393248629795716,8.715798764342454,5.795910916392844,26.6,1.225,87.44,Medium,0.07,13.36,0.0813
Paper & Pulp,Large,275620,412967,67275,5650,212923,15834,300.23,131.86,15.14,20.43,467.66,1.7,4.04,7.44,Electricity,Natural Gas,400918,20,Compressed Air Optimization,Low,94.4,16.462911254097367,18.957087693074243,15.324360105913504,17.533771449434102,68.28,1.697,77.25,Medium,0.12,56.12,0.14
Cement,Small,65443,164307,15515,1351,103621,1821,119.45,30.41,3.62,2.35,155.83,2.38,4.98,1.76,Electricity,Natural Gas,112925,15,LED Lighting,Low,78.0,5.489255797013476,3.1608121574489285,2.6147396293027363,1.0313983205549473,12.3,2.381,62.49,Low,0.08,12.47,0.1104
Electronics,Large,197214,320986,48907,5136,108995,10112,233.36,95.86,13.76,13.04,356.02,1.81,4.24,9.28,Electricity,Natural Gas,341283,25,VFD Installation,High,62.9,12.403787786815586,13.351706527154958,13.801853486319505,10.788608981380063,50.35,1.805,74.92,Medium,0.12,42.72,0.1252
Chemical,Large,208550,450960,58556,4969,177368,9366,327.85,114.77,13.32,12.08,468.02,2.24,5.09,5.28,Electricity,Natural Gas,594397,30,Compressed Air Optimization,Low,74.8,18.139492533689452,16.296088689586448,13.316416593115624,9.912376779846658,57.66,2.244,65.44,Medium,0.12,56.16,0.0945
Paper & Pulp,Small,35997,87844,10433,1796,74145,3705,63.86,20.45,4.81,4.78,93.9,2.61,5.59,5.0,Electricity,Natural Gas,90435,25,VFD Installation,Low,95.6,2.1148476387034116,1.6099900348779272,3.927625772285966,3.2493610806863824,10.9,2.609,57.57,Medium,0.12,11.27,0.1246
Automotive Parts,Small,76899,117418,9322,1247,51323,1251,85.36,18.27,3.34,1.61,108.58,1.41,2.82,2.44,Electricity,Natural Gas,120385,10,Compressed Air Optimization,Medium,71.9,3.4199344421512685,1.2705530642750373,2.3058252427184462,0.35596933187294644,7.35,1.412,83.4,Low,0.12,13.03,0.1082
Food Processing,Small,36215,68486,9520,930,67689,2546,49.79,18.66,2.49,3.28,74.22,2.05,4.65,3.76,Electricity,Natural Gas,84396,20,Compressed Air Optimization,Low,73.3,1.2607745538424182,1.3312780269058295,1.3680494263018537,1.880248265790434,5.84,2.049,69.65,Low,0.12,8.91,0.1056
Cement,Small,98848,70095,7736,2216,51751,1671,50.96,15.16,5.94,2.16,74.22,0.75,1.6,3.23,Electricity,Natural Gas,79658,10,Compressed Air Optimization,Medium,94.0,1.331795556634697,0.7863104135525661,5.1743159752868495,0.8579773640014604,8.15,0.751,97.67,Low,0.12,8.91,0.1119
Electronics,Large,261468,180508,39447,3156,109802,6885,131.23,77.32,8.46,8.88,225.89,0.86,2.26,6.27,Electricity,Natural Gas,574688,35,Solar Rooftop,High,87.1,6.204321961879324,10.464935226706526,7.954545454545456,6.991602774735306,31.62,0.864,95.23,Medium,0.25,56.47,0.0983
Electronics,Small,28153,78667,9448,489,56389,2283,57.19,18.52,1.31,2.95,79.97,2.84,6.24,4.05,Electricity,Natural Gas,147085,15,VFD Installation,Medium,68.9,1.7099672210756343,1.309479322371699,0.06619593998234781,1.579043446513326,4.66,2.841,52.56,Low,0.12,9.6,0.0653
Cement,Large,302914,411972,47231,5147,193618,16361,299.5,92.57,13.79,21.11,426.97,1.41,3.0,8.45,Electricity,Natural Gas,375265,30,Smart Metering,Low,96.9,16.418599004491927,12.839436970602888,13.834951456310678,18.15443592552026,61.25,1.41,83.44,Medium,0.05,21.35,0.0569
Paper & Pulp,Small,34630,80907,19039,1743,84561,3337,58.82,37.32,4.67,4.3,105.11,3.04,8.09,3.95,Electricity,Natural Gas,93216,20,LED Lighting,Medium,69.0,1.8089110112905185,4.236733931240658,3.7731685789938214,2.8112449799196786,12.63,3.035,48.37,Low,0.08,8.41,0.0902
Ceramics,Small,35507,48565,8889,1306,68231,1436,35.31,17.42,3.5,1.85,58.08,1.64,4.06,2.1,Electricity,Natural Gas,145152,10,IE4 Motor,Medium,71.0,0.38181376714823373,1.138203786746388,2.482347749338041,0.575027382256298,4.58,1.636,78.57,Low,0.15,8.71,0.06
Plastics,Medium,143469,197938,33949,2912,122055,5343,143.9,66.54,7.8,6.89,225.13,1.57,3.85,4.38,Electricity,Natural Gas,251001,30,HVAC Optimization,Medium,68.4,6.973412650236736,8.786434977578477,7.22639011473963,5.175246440306681,28.16,1.569,80.01,Medium,0.1,22.51,0.0897
Glass,Medium,131750,198122,22501,3220,138784,4830,144.03,44.1,8.63,6.23,202.99,1.54,3.33,3.48,Electricity,Natural Gas,191446,20,HVAC Optimization,High,61.6,6.981303872769212,5.292414050822123,8.142100617828774,4.572836801752465,24.99,1.541,80.62,Low,0.1,20.3,0.106
Leather,Large,263315,219175,59341,3204,227075,14805,159.34,116.31,8.59,19.1,303.34,1.15,3.15,6.52,Electricity,Natural Gas,437015,20,Energy Audit,High,87.6,7.910647080247663,16.535874439461885,8.097969991173875,16.319824753559693,48.86,1.152,89.01,Low,0.1,30.33,0.0694
Textile,Medium,111210,200631,26354,2093,131096,3890,145.86,51.65,5.61,5.02,208.14,1.87,4.27,2.97,Electricity,Natural Gas,199556,25,Power Factor Correction,High,65.1,7.092388005341752,6.467987045341306,4.810238305383937,3.468419131069733,21.84,1.872,73.47,Medium,0.07,14.57,0.073
Leather,Large,188760,288022,55747,3551,154416,12877,209.39,109.26,9.52,16.61,344.78,1.83,4.57,8.34,Electricity,Natural Gas,324863,25,Power Factor Correction,Medium,91.1,10.948767755250696,15.438153961136026,9.124007060900265,14.047097480832418,49.56,1.827,74.44,Medium,0.07,24.13,0.0743
Chemical,Medium,158760,160393,31135,2204,85741,6314,116.61,61.02,5.91,8.15,191.69,1.21,3.04,7.36,Electricity,Natural Gas,187279,30,Energy Audit,High,73.0,5.3168629355347825,7.926943198804186,5.141218005295675,6.325301204819278,24.71,1.207,87.83,Medium,0.1,19.17,0.1024
Metal Fabrication,Medium,111108,199942,26244,2521,115115,4810,145.36,51.44,6.76,6.2,209.76,1.89,4.28,4.18,Electricity,Natural Gas,287086,25,IE4 Motor,Low,87.0,7.062037149447615,6.435288988540109,6.0789938217122685,4.545454545454546,24.12,1.888,73.13,Medium,0.15,31.46,0.1096
Paper & Pulp,Small,72280,87926,19067,1101,63501,3666,63.92,37.37,2.95,4.73,108.97,1.51,3.93,5.77,Electricity,Natural Gas,92538,20,LED Lighting,Medium,73.6,2.118489741410708,4.24451918285999,1.8755516328331865,3.2037239868565175,11.44,1.508,81.33,Low,0.08,8.72,0.0942
Steel,Large,238519,531283,54766,8415,286027,13832,386.24,107.34,22.55,17.84,533.97,2.24,4.7,4.84,Electricity,Natural Gas,437510,35,Compressed Air Optimization,Low,77.6,21.683865485006677,15.139200298953662,23.49955869373345,15.169769989047099,75.49,2.239,65.55,High,0.12,64.08,0.1465
Electronics,Small,58875,105693,11534,1149,61032,2649,76.84,22.61,3.08,3.42,105.95,1.8,3.85,4.34,Electricity,Natural Gas,56218,20,HVAC Optimization,Low,80.7,2.902755857715188,1.9463129048330843,2.0189761694616064,2.0080321285140563,8.88,1.8,75.03,Low,0.1,10.6,0.1885
Food Processing,Medium,85580,125873,16327,1445,117070,2877,91.51,32.0,3.87,3.71,131.09,1.53,3.46,2.46,Electricity,Natural Gas,180766,35,Power Factor Correction,High,92.0,3.7932499696491444,3.4083831589436975,2.8905560458958517,2.272727272727273,12.36,1.532,80.81,Medium,0.07,9.18,0.0508
Chemical,Medium,130998,200858,29325,2098,119042,5962,146.02,57.48,5.62,7.69,216.81,1.66,3.85,5.01,Electricity,Natural Gas,243188,10,HVAC Optimization,Medium,71.0,7.102100279227875,7.3757473841554555,4.821270962047661,5.905439941584521,25.2,1.655,78.16,Low,0.1,21.68,0.0891
Metal Fabrication,Small,49438,114876,12469,891,54307,1887,83.51,24.44,2.39,2.43,112.77,2.28,4.94,3.47,Electricity,Natural Gas,121607,15,VFD Installation,Low,96.9,3.307636275342965,2.231253114100648,1.2577228596646073,1.1044176706827311,7.9,2.281,64.64,Low,0.12,13.53,0.1113
Paper & Pulp,Small,47819,83488,15409,1435,69352,1877,60.7,30.2,3.85,2.42,97.17,2.03,5.12,2.71,Electricity,Natural Gas,109617,30,IE4 Motor,Low,77.2,1.9230302294524708,3.128114100647733,2.8684907325684024,1.095290251916758,9.01,2.032,70.02,Medium,0.15,14.58,0.133
Metal Fabrication,Medium,121480,202035,25033,3114,128761,4689,146.88,49.06,8.35,6.05,210.34,1.73,3.85,3.64,Electricity,Natural Gas,295574,25,IE4 Motor,High,76.2,7.154303751365789,6.064711011459891,7.8331862312444835,4.408543263964951,25.46,1.731,76.52,Medium,0.15,31.55,0.1067
Electronics,Medium,111478,117082,23586,1929,79838,5175,85.12,46.23,5.17,6.68,143.2,1.28,3.25,6.48,Electricity,Natural Gas,224205,25,VFD Installation,High,87.8,3.405366031322084,5.6240657698056795,4.324801412180053,4.983570646221248,18.34,1.285,86.14,Medium,0.12,17.18,0.0766
Textile,Small,47622,122814,15119,1240,76128,1802,89.29,29.63,3.32,2.32,124.56,2.62,5.88,2.37,Electricity,Natural Gas,69645,25,Power Factor Correction,Medium,71.1,3.65849216947918,3.039362232187344,2.2837599293909974,1.004016064257028,9.99,2.616,57.41,Medium,0.07,8.72,0.1252
Ceramics,Small,33193,104382,8585,1060,59534,2618,75.89,16.83,2.84,3.38,98.94,2.98,5.89,4.4,Electricity,Natural Gas,88608,15,IE4 Motor,High,82.5,2.845089231516329,1.0463378176382658,1.7541924095322154,1.9715224534501645,7.62,2.981,49.54,Low,0.15,14.84,0.1675
Paper & Pulp,Large,384480,476185,52790,4226,257355,18397,346.19,103.47,11.33,23.73,484.72,1.26,2.67,7.15,Electricity,Natural Gas,340996,10,HVAC Optimization,High,69.8,19.252761927886368,14.536621823617338,11.120917917034422,20.545819642205185,65.46,1.261,86.66,Medium,0.1,48.47,0.1421
Paper & Pulp,Medium,120451,236968,24618,2694,99281,4697,172.28,48.25,7.22,6.06,233.81,1.94,4.12,4.73,Electricity,Natural Gas,228343,30,LED Lighting,Medium,89.0,8.696127230787907,5.938589935226707,6.586496028243601,4.417670682730924,25.64,1.941,71.98,Medium,0.08,18.7,0.0819
Cement,Large,290689,458328,66648,5549,311379,18418,333.2,130.63,14.87,23.76,502.46,1.73,3.96,5.91,Electricity,Natural Gas,563869,20,Compressed Air Optimization,High,80.5,18.46424669175671,18.765570503238663,15.026478375992939,20.573201898503104,72.83,1.729,76.56,Medium,0.12,60.3,0.1069
Electronics,Small,53198,64190,10413,691,45117,1771,46.67,20.41,1.85,2.28,71.21,1.34,3.23,3.93,Electricity,Natural Gas,65951,30,Compressed Air Optimization,Low,86.6,1.0713852130630084,1.6037618335824615,0.6619593998234776,0.9675063891931359,4.3,1.339,84.98,Medium,0.12,8.55,0.1296
Paper & Pulp,Medium,161174,178235,20458,3708,120428,6413,129.58,40.1,9.94,8.27,187.89,1.17,2.49,5.33,Electricity,Natural Gas,261851,10,LED Lighting,High,92.3,6.104164137428676,4.669593921275536,9.587378640776699,6.434830230010953,26.8,1.166,88.71,Low,0.08,15.03,0.0574
Food Processing,Medium,95797,199752,25933,2474,98728,5507,145.22,50.83,6.63,7.1,209.78,2.19,4.92,5.58,Electricity,Natural Gas,299916,30,Energy Audit,High,82.1,7.053538909797257,6.340308918784254,5.935569285083848,5.3669222343921135,24.7,2.19,66.61,Medium,0.1,20.98,0.07
Automotive Parts,Medium,137147,193111,28901,3070,102374,6053,140.39,56.65,8.23,7.81,213.08,1.55,3.63,5.91,Electricity,Natural Gas,161541,20,Smart Metering,Medium,67.5,6.7603496418599,7.246512207274539,7.7007943512797885,6.014968966776196,27.72,1.554,80.34,Low,0.05,10.65,0.0659
Ceramics,Medium,146668,140292,29465,2309,106515,5240,101.99,57.75,6.19,6.76,172.69,1.18,3.04,4.92,Electricity,Natural Gas,244175,35,Smart Metering,Low,86.8,4.429403909190239,7.417787742899851,5.450132391879965,5.056589996349032,22.35,1.177,88.47,Medium,0.05,8.63,0.0353
Electronics,Medium,95867,163264,26357,2646,98220,5403,118.69,51.66,7.09,6.97,184.41,1.92,4.59,5.5,Electricity,Natural Gas,175438,20,Power Factor Correction,High,76.3,5.4431224960543885,6.469544095665171,6.44307149161518,5.248265790434465,23.6,1.924,72.35,Low,0.07,12.91,0.0736
Food Processing,Small,62243,107488,11912,577,44745,1451,78.14,23.35,1.55,1.87,104.91,1.69,3.69,3.24,Electricity,Natural Gas,103361,25,Solar Rooftop,Low,72.6,2.9816680830399416,2.061534628799203,0.3309796999117388,0.5932822197882439,5.97,1.685,77.51,Medium,0.25,26.23,0.2538
Metal Fabrication,Medium,150741,187758,25711,1895,114818,5510,136.5,50.39,5.08,7.11,199.08,1.32,3.01,4.8,Electricity,Natural Gas,202166,15,Smart Metering,High,92.0,6.524219983003521,6.27179870453413,4.225507502206531,5.376049653158088,22.4,1.321,85.37,Low,0.05,9.95,0.0492
Automotive Parts,Small,64114,97389,6147,613,79095,1366,70.8,12.05,1.64,1.76,86.25,1.35,2.53,1.73,Electricity,Natural Gas,129675,20,Solar Rooftop,Medium,62.0,2.536117518514022,0.30206776283009484,0.4302736098852603,0.49288061336254113,3.76,1.345,84.85,Low,0.25,21.56,0.1663
Automotive Parts,Medium,136716,193194,24933,2875,90531,6092,140.45,48.87,7.71,7.86,204.89,1.5,3.34,6.73,Electricity,Natural Gas,191651,20,IE4 Motor,Medium,90.4,6.763991744567196,6.035127055306427,7.127096204766108,6.0606060606060606,25.99,1.499,81.52,Low,0.15,30.73,0.1603
Glass,Large,313851,429442,62974,6226,271851,10178,312.2,123.43,16.69,13.13,465.45,1.48,3.47,3.74,Electricity,Natural Gas,516372,20,Power Factor Correction,High,87.7,17.189510744202984,17.644494270054807,17.03442188879082,10.870755750273823,62.74,1.483,81.87,Medium,0.07,32.58,0.0631
Electronics,Large,151711,343468,28260,4919,118977,9391,249.7,55.39,13.18,12.11,330.38,2.18,4.29,7.89,Electricity,Natural Gas,363371,10,Compressed Air Optimization,Medium,76.7,13.395653757435957,7.050323866467364,13.161959399823479,9.939759036144578,43.55,2.178,66.87,Low,0.12,39.65,0.1091
Cement,Large,390640,523846,55759,4963,203359,22107,380.84,109.29,13.3,28.52,531.95,1.36,2.83,10.87,Electricity,Natural Gas,456707,35,Smart Metering,Medium,81.6,21.356076241350006,15.442825112107625,13.294351279788174,24.917853231106243,75.01,1.362,84.48,High,0.05,26.6,0.0582
